speed,temp,accel,risk
178.89931116535055,79.62784705802173,-7.216928692477698,79.69425310148625
169.37681938855113,72.06597297302986,4.755449301693501,75.58181230698077
44.98157416433943,116.89428006575764,1.1932444127141615,100
60.2618276411952,99.95083338397868,-2.224958914874879,74.94165020818397
150.20028802814662,118.21548751733275,2.971418389097952,100
86.28491091792343,125.6658368587795,-0.7269134561945716,100
148.5106612190598,98.20298239472702,2.9689164459564203,98.6754073096584
148.0627594048668,110.49125611890153,0.1910994872256957,100
156.03603067506995,78.43610386093187,-4.024792793704055,67.49209861641043
15.095388197893719,79.13987758035353,3.095046635648206,22.763443202193045
60.033351518003926,95.06726038716182,6.458524597870515,76.87771213870879
40.59599371824369,121.20261454215708,0.8296549751238409,100
24.2061254382388,71.22888187102335,-7.94385652312263,36.72392373284411
15.47080631728159,96.10384494956485,-7.072848802544458,67.60898104793942
88.6493729050869,121.49185863976297,-7.782849130759761,100
14.811839235842987,92.31079332367209,-6.9597736774231365,56.046779758750425
117.05318787432027,106.12751828966643,4.198392921788351,100
6.055580832684329,104.68096039877474,1.36714077084663,68.92783160826077
121.44091041752529,86.33138986885125,-1.6279567386938183,47.495496265807006
126.04610849642664,69.40963944299521,-6.747682465446799,65.01280791567407
135.58058467116817,70.83155777923204,2.4484018631418625,52.351684698620105
27.740587511428302,90.71486239926752,-4.470717537263482,51.674611174557974
8.938214817793995,63.2778925644562,-2.898348079723295,19.87292592772699
7.642467836488434,73.89635637733741,-3.7101644113187984,24.38389420027069
138.74756959513445,85.14092914576541,6.096814025196526,68.96377899150025
176.15524997329928,112.86552464699196,5.196938087828556,100
104.17684080017409,67.83529655000832,-6.141629938668986,58.938011333381695
136.44685599149005,111.34121418125092,4.418890184881844,100
81.36343858171962,86.95833246824043,-4.6796905945529055,56.5540961336275
33.15104772818082,111.05771086188336,-3.0457759336820107,100
54.10516155311001,90.18957426561519,5.578776249489522,60.59793433937614
1.9456850412550541,68.84523330271173,-0.03653741262022869,0.759692542736665
119.61973974702781,81.92503514825643,-5.289208272728905,63.227705485285504
107.40421977135632,107.57928746360147,6.154900673122288,100
108.36835622551324,69.45483603750654,-0.24651126219545105,31.581388746926383
5.095906303722395,95.28663423600277,-2.4387264611099972,46.907791003480064
125.2781358162519,111.61400333998635,-5.597141489363031,100
132.2145987345704,128.3727398241295,-4.489782759366493,100
94.11117948411136,60.62304879965618,5.531353573987534,56.14199430114205
152.78978275595557,87.99340683551887,-7.16963042806827,81.42182682765537
170.09319241496175,66.2129193370538,-6.5204062379776175,77.24810900415605
56.744050135948214,83.37216200169684,-4.9783350117782454,45.63224621954397
38.058007972003345,64.6590610964958,-0.26061649787203756,12.135367868344266
94.61323174844699,113.44266754278374,-7.24913130626893,100
15.998048726858238,82.12951583950603,4.695140796924935,32.6147472056769
56.249426160570664,66.74537702531754,-3.346949872883929,35.70653983746209
175.82140694137848,126.07981639173694,2.8273476676919778,100
150.434295430746,101.37613236603333,-3.67123500895452,100
95.60668629378172,129.53185416578503,-0.9415740273721713,100
68.3801236624673,106.72834567170106,-1.5182686010971747,93.28912741681604
97.60703427116644,126.43259340811878,-4.218636445263732,100
173.4359728101362,126.46242287504568,4.800375975334207,100
